Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
204	Spectrogram 1	1	1326.580000	1326.756000	4000.000000	18000.000000	8000.000000	Trill	12.130994	-35.289949	88.396198	0
205	Spectrogram 1	1	1337.062000	1337.442000	4000.000000	18000.000000	8000.000000	Trill	9.717248	-34.503217	99.793875	0
206	Spectrogram 1	1	1346.146000	1346.508000	4000.000000	18000.000000	8000.000000	Trill	5.065563	-36.945225	54.791869	0
207	Spectrogram 1	1	1350.976000	1351.218000	4000.000000	18000.000000	8000.000000	Trill	13.877968	-34.144301	97.561713	0
208	Spectrogram 1	1	1367.488000	1367.562000	4000.000000	18000.000000	8000.000000	Phee	4.572429	-37.566367	57.339222	1
209	Spectrogram 1	1	1370.158000	1370.400000	4000.000000	18000.000000	8000.000000	Trill	12.674698	-33.279081	99.336128	0
210	Spectrogram 1	1	1373.680000	1373.892000	4000.000000	18000.000000	8000.000000	Trill	13.302164	-33.529507	107.896013	0
211	Spectrogram 1	1	1381.960000	1382.544000	4000.000000	18000.000000	8000.000000	Trill	7.168120	-36.588470	61.329489	0
212	Spectrogram 1	1	1394.518000	1394.688000	4000.000000	18000.000000	8000.000000	Trill	13.568686	-35.913588	58.251060	0
213	Spectrogram 1	1	1403.648000	1403.932000	4000.000000	18000.000000	8000.000000	Trill	6.571340	-36.073087	52.191392	0
214	Spectrogram 1	1	1408.640000	1408.882000	4000.000000	18000.000000	8000.000000	Trill	12.291084	-34.165554	97.932402	0
215	Spectrogram 1	1	1413.824000	1413.934000	4000.000000	18000.000000	8000.000000	Trill	12.980132	-32.083382	89.588456	0
216	Spectrogram 1	1	1417.070000	1417.480000	4000.000000	18000.000000	8000.000000	Trill	13.641969	-31.765519	77.211888	0
217	Spectrogram 1	1	1441.064000	1441.354000	4000.000000	18000.000000	8000.000000	Trill	12.385640	-33.269915	96.808598	0
218	Spectrogram 1	1	1456.574000	1456.894000	4000.000000	18000.000000	8000.000000	Trill	12.122118	-34.744847	93.951969	0
219	Spectrogram 1	1	1469.192000	1469.572000	4000.000000	18000.000000	8000.000000	Trill	12.596283	-33.471145	97.739499	0
220	Spectrogram 1	1	1471.208000	1471.564000	4000.000000	18000.000000	8000.000000	Trill	10.307999	-35.556128	67.564708	0
221	Spectrogram 1	1	1481.018000	1481.218000	4000.000000	18000.000000	8000.000000	Trill	16.645858	-36.010502	91.432044	0
222	Spectrogram 1	1	1487.954000	1488.034000	4000.000000	18000.000000	8000.000000	Phee	4.365093	-39.598165	35.745245	1
223	Spectrogram 1	1	1503.078000	1503.278000	4000.000000	18000.000000	8000.000000	Trill	18.880751	-29.093448	180.228454	0
224	Spectrogram 1	1	1543.788000	1544.204000	4000.000000	18000.000000	8000.000000	Trill	8.181754	-34.689402	49.716303	0
225	Spectrogram 1	1	1553.820000	1554.218000	4000.000000	18000.000000	8000.000000	Trill	12.263893	-33.799764	90.377250	0
226	Spectrogram 1	1	1573.914000	1574.288000	4000.000000	18000.000000	8000.000000	Trill	13.459810	-33.566145	121.545707	0
227	Spectrogram 1	1	1577.826000	1578.170000	4000.000000	18000.000000	8000.000000	Trill	12.526666	-35.786205	90.858650	0
228	Spectrogram 1	1	1580.892000	1581.068000	4000.000000	18000.000000	8000.000000	Trill	14.415365	-34.131487	84.920595	0
229	Spectrogram 1	1	1595.352000	1595.402000	4000.000000	18000.000000	8000.000000	Trill	14.132516	-35.024916	30.186935	0
230	Spectrogram 1	1	1601.932000	1602.042000	4000.000000	18000.000000	8000.000000	Trill	11.469238	-33.700129	82.581519	0
231	Spectrogram 1	1	1602.676000	1603.950000	4000.000000	18000.000000	8000.000000	Trillphee	6.347317	-28.797486	94.611111	0
232	Spectrogram 1	1	1610.110000	1610.316000	4000.000000	18000.000000	8000.000000	Trill	12.367255	-33.543464	102.194321	0
233	Spectrogram 1	1	1614.520000	1614.726000	4000.000000	18000.000000	8000.000000	Trill	4.575770	-37.320937	34.421885	1
234	Spectrogram 1	1	1637.008000	1637.262000	4000.000000	18000.000000	8000.000000	Trill	9.826805	-35.097485	79.445613	0
235	Spectrogram 1	1	1643.908000	1644.174000	4000.000000	18000.000000	8000.000000	Trill	11.043027	-37.267865	63.057899	0
236	Spectrogram 1	1	1648.492000	1648.818000	4000.000000	18000.000000	8000.000000	Trill	5.662808	-37.644605	42.795565	0
237	Spectrogram 1	1	1650.868000	1650.936000	4000.000000	18000.000000	8000.000000	Twitter	5.179777	-29.629394	52.782649	0
238	Spectrogram 1	1	1650.988000	1651.062000	4000.000000	18000.000000	8000.000000	Twitter	4.342706	-27.770533	46.317488	1
239	Spectrogram 1	1	1651.132000	1651.194000	4000.000000	18000.000000	8000.000000	Twitter	5.096853	-26.524611	48.090610	0
240	Spectrogram 1	1	1651.270000	1651.332000	4000.000000	18000.000000	8000.000000	Twitter	5.140669	-25.354697	47.552469	0
241	Spectrogram 1	1	1651.408000	1651.470000	4000.000000	18000.000000	8000.000000	Twitter	4.645797	-26.155435	43.527744	1
242	Spectrogram 1	1	1651.546000	1651.614000	4000.000000	18000.000000	8000.000000	Twitter	5.623727	-26.053259	48.080821	0
243	Spectrogram 1	1	1651.678000	1651.752000	4000.000000	18000.000000	8000.000000	Twitter	6.462725	-25.450445	47.865149	0
244	Spectrogram 1	1	1651.816000	1651.896000	4000.000000	18000.000000	8000.000000	Twitter	6.294492	-26.741040	55.525222	0
245	Spectrogram 1	1	1651.936000	1652.028000	4000.000000	18000.000000	8000.000000	Twitter	6.875252	-26.623632	70.373384	0
246	Spectrogram 1	1	1652.050000	1652.178000	4000.000000	18000.000000	8000.000000	Twitter	6.149889	-29.410149	84.707277	0
247	Spectrogram 1	1	1652.218000	1652.274000	4000.000000	18000.000000	8000.000000	Twitter	8.923558	-30.660425	91.869272	0
248	Spectrogram 1	1	1659.304000	1659.558000	4000.000000	18000.000000	8000.000000	Trill	13.871104	-33.577388	99.862026	0
249	Spectrogram 1	1	1697.356000	1697.526000	4000.000000	18000.000000	8000.000000	Trill	8.891900	-36.852290	63.764643	0
250	Spectrogram 1	1	1726.532000	1726.792000	4000.000000	18000.000000	8000.000000	Trill	17.334406	-31.295488	117.465190	0
251	Spectrogram 1	1	1728.332000	1728.526000	4000.000000	18000.000000	8000.000000	Trill	15.577007	-31.362205	108.099257	0
252	Spectrogram 1	1	1728.626000	1729.300000	4000.000000	18000.000000	8000.000000	Phee	11.661707	-27.386207	132.465852	0
253	Spectrogram 1	1	1735.298000	1735.402000	4000.000000	18000.000000	8000.000000	Trill	13.995358	-35.087523	88.538441	0
254	Spectrogram 1	1	1774.256000	1774.534000	4000.000000	18000.000000	8000.000000	Trill	11.110541	-33.395388	83.296603	0
255	Spectrogram 1	1	1799.894000	1799.980000	4000.000000	18000.000000	8000.000000	Trill	15.299039	-34.125682	100.394324	0
256	Spectrogram 1	1	1800.006000	1800.092000	4000.000000	18000.000000	8000.000000	Trill	15.957746	-36.165431	104.253977	0
257	Spectrogram 1	1	1823.004000	1823.306000	4000.000000	18000.000000	8000.000000	Trill	11.091545	-34.056018	85.273960	0
258	Spectrogram 1	1	1841.832000	1842.296000	4000.000000	18000.000000	8000.000000	Trill	9.028146	-36.268556	59.285957	0
259	Spectrogram 1	1	1844.610000	1845.032000	4000.000000	18000.000000	8000.000000	Trill	10.108843	-34.062945	90.429414	0
260	Spectrogram 1	1	1851.726000	1851.962000	4000.000000	18000.000000	8000.000000	Trill	14.200487	-32.610625	108.442124	0
261	Spectrogram 1	1	1860.684000	1860.842000	4000.000000	18000.000000	8000.000000	Trill	13.996413	-35.914483	84.376672	0
262	Spectrogram 1	1	1873.548000	1873.880000	4000.000000	18000.000000	8000.000000	Trill	15.460404	-30.336316	135.891032	0
263	Spectrogram 1	1	1880.526000	1880.750000	4000.000000	18000.000000	8000.000000	Trill	11.236077	-34.764920	86.411538	0
264	Spectrogram 1	1	1886.292000	1886.510000	4000.000000	18000.000000	8000.000000	Trill	10.074661	-36.035296	70.194472	0
265	Spectrogram 1	1	1911.376000	1911.708000	4000.000000	18000.000000	8000.000000	Trill	7.115659	-36.105769	59.780764	0
266	Spectrogram 1	1	1913.974000	1914.114000	4000.000000	18000.000000	8000.000000	Trill	3.899719	-40.329538	32.349709	1
267	Spectrogram 1	1	1942.642000	1943.046000	4000.000000	18000.000000	8000.000000	Trill	12.380076	-32.448641	98.547698	0
268	Spectrogram 1	1	1945.198000	1946.436000	4000.000000	18000.000000	8000.000000	Trillphee	11.696488	-29.614490	109.419925	0
269	Spectrogram 1	1	1968.310000	1968.528000	4000.000000	18000.000000	8000.000000	Trill	14.655007	-31.727859	96.453950	0
270	Spectrogram 1	1	1978.384000	1978.464000	4000.000000	18000.000000	8000.000000	Trill	8.537923	-37.369287	54.253265	0
271	Spectrogram 1	1	1994.188000	1994.610000	4000.000000	18000.000000	8000.000000	Trill	7.546974	-35.819512	73.747805	0
272	Spectrogram 1	1	1995.244000	1995.300000	4000.000000	18000.000000	8000.000000	Twitter	4.489391	-28.182790	58.325667	1
273	Spectrogram 1	1	1995.376000	1995.450000	4000.000000	18000.000000	8000.000000	Twitter	5.443502	-25.898274	69.048092	0
274	Spectrogram 1	1	1995.508000	1995.588000	4000.000000	18000.000000	8000.000000	Twitter	5.229817	-26.668661	55.487503	0
275	Spectrogram 1	1	1995.646000	1995.720000	4000.000000	18000.000000	8000.000000	Twitter	5.619416	-26.868153	52.725554	0
276	Spectrogram 1	1	1995.772000	1995.846000	4000.000000	18000.000000	8000.000000	Twitter	5.543151	-26.310041	53.162757	0
277	Spectrogram 1	1	1995.898000	1995.984000	4000.000000	18000.000000	8000.000000	Twitter	5.570433	-28.098511	60.731100	0
278	Spectrogram 1	1	1996.024000	1996.116000	4000.000000	18000.000000	8000.000000	Twitter	6.023146	-29.120582	85.718430	0
279	Spectrogram 1	1	1996.162000	1996.224000	4000.000000	18000.000000	8000.000000	Twitter	8.965375	-32.181138	111.470616	0
280	Spectrogram 1	1	2021.690000	2021.770000	4000.000000	18000.000000	8000.000000	Trill	7.446712	-37.544184	49.886576	0
281	Spectrogram 1	1	2043.092000	2043.280000	4000.000000	18000.000000	8000.000000	Trill	7.137144	-35.478966	63.330819	0
282	Spectrogram 1	1	2048.384000	2049.700000	4000.000000	18000.000000	8000.000000	Trillphee	11.595846	-24.017455	159.035487	0
283	Spectrogram 1	1	2051.948000	2051.998000	4000.000000	18000.000000	8000.000000	Phee	6.003438	-40.625644	46.779532	0
284	Spectrogram 1	1	2054.264000	2054.608000	4000.000000	18000.000000	8000.000000	Trill	12.019190	-35.231873	81.666749	0
285	Spectrogram 1	1	2059.592000	2059.714000	4000.000000	18000.000000	8000.000000	Phee	4.521586	-33.998268	53.909633	1
286	Spectrogram 1	1	2085.860000	2086.030000	4000.000000	18000.000000	8000.000000	Trill	5.578852	-37.498041	52.310279	0
287	Spectrogram 1	1	2088.878000	2088.928000	4000.000000	18000.000000	8000.000000	Trill	15.043895	-41.462527	30.080034	0
288	Spectrogram 1	1	2089.622000	2090.944000	4000.000000	18000.000000	8000.000000	Trillphee	9.231539	-24.570511	141.073478	0
289	Spectrogram 1	1	2093.762000	2094.070000	4000.000000	18000.000000	8000.000000	Trill	10.359082	-36.483473	78.760189	0
290	Spectrogram 1	1	2112.234000	2113.850000	4000.000000	18000.000000	8000.000000	Trillphee	11.493412	-24.520381	176.484297	0
291	Spectrogram 1	1	2120.922000	2120.996000	4000.000000	18000.000000	8000.000000	Trill	7.660650	-36.091134	49.628285	0
292	Spectrogram 1	1	2124.210000	2124.248000	4000.000000	18000.000000	8000.000000	Trill	15.522728	-40.939882	31.772542	0
293	Spectrogram 1	1	2125.584000	2126.918000	4000.000000	18000.000000	8000.000000	Trillphee	5.449701	-27.030376	99.298290	0
294	Spectrogram 1	1	2139.246000	2139.554000	4000.000000	18000.000000	8000.000000	Trill	7.196903	-35.198131	71.252437	0
295	Spectrogram 1	1	2140.686000	2140.754000	4000.000000	18000.000000	8000.000000	Twitter	4.072644	-26.898959	53.022509	1
296	Spectrogram 1	1	2140.830000	2140.892000	4000.000000	18000.000000	8000.000000	Twitter	5.487982	-25.526915	56.067869	0
297	Spectrogram 1	1	2140.968000	2141.036000	4000.000000	18000.000000	8000.000000	Twitter	5.795129	-25.255200	54.232261	0
298	Spectrogram 1	1	2141.112000	2141.174000	4000.000000	18000.000000	8000.000000	Twitter	6.444068	-25.261941	55.566545	0
299	Spectrogram 1	1	2141.256000	2141.318000	4000.000000	18000.000000	8000.000000	Twitter	6.633347	-25.168810	55.388524	0
300	Spectrogram 1	1	2141.394000	2141.462000	4000.000000	18000.000000	8000.000000	Twitter	6.804705	-25.751073	53.081519	0
301	Spectrogram 1	1	2141.538000	2141.630000	4000.000000	18000.000000	8000.000000	Twitter	6.613450	-26.859590	60.164442	0
302	Spectrogram 1	1	2141.664000	2141.774000	4000.000000	18000.000000	8000.000000	Twitter	6.683944	-28.084934	91.850177	0
303	Spectrogram 1	1	2141.814000	2141.912000	4000.000000	18000.000000	8000.000000	Twitter	7.231516	-29.579065	90.147187	0
304	Spectrogram 1	1	2141.952000	2141.984000	4000.000000	18000.000000	8000.000000	Trill	13.916663	-36.023020	66.836443	0
305	Spectrogram 1	1	2162.430000	2162.648000	4000.000000	18000.000000	8000.000000	Trill	11.195233	-35.946258	84.332720	0
306	Spectrogram 1	1	2163.582000	2164.754000	4000.000000	18000.000000	8000.000000	Trillphee	9.117315	-31.668466	104.061512	0
307	Spectrogram 1	1	2171.706000	2172.008000	4000.000000	18000.000000	8000.000000	Trill	16.765427	-32.173174	133.766166	0
308	Spectrogram 1	1	2192.922000	2193.008000	4000.000000	18000.000000	8000.000000	Trill	6.645786	-36.936081	32.633352	0
309	Spectrogram 1	1	2202.352000	2202.594000	4000.000000	18000.000000	8000.000000	Trill	3.925791	-34.945284	48.084711	1
310	Spectrogram 1	1	2202.760000	2203.692000	4000.000000	18000.000000	8000.000000	Phee	5.771868	-30.024171	80.517105	0
311	Spectrogram 1	1	2206.456000	2206.836000	4000.000000	18000.000000	8000.000000	Trill	11.157746	-35.982916	80.469576	0
312	Spectrogram 1	1	2208.370000	2208.456000	4000.000000	18000.000000	8000.000000	Twitter	6.726931	-25.672059	79.317179	0
313	Spectrogram 1	1	2208.532000	2208.618000	4000.000000	18000.000000	8000.000000	Twitter	8.892220	-25.101777	84.729605	0
314	Spectrogram 1	1	2208.670000	2208.750000	4000.000000	18000.000000	8000.000000	Twitter	9.577757	-26.777261	71.648940	0
315	Spectrogram 1	1	2208.796000	2208.894000	4000.000000	18000.000000	8000.000000	Twitter	7.926625	-26.229413	69.766800	0
316	Spectrogram 1	1	2208.922000	2209.008000	4000.000000	18000.000000	8000.000000	Twitter	8.495580	-25.626741	69.383784	0
317	Spectrogram 1	1	2209.042000	2209.164000	4000.000000	18000.000000	8000.000000	Twitter	8.282367	-27.430619	73.141301	0
318	Spectrogram 1	1	2209.168000	2209.260000	4000.000000	18000.000000	8000.000000	Twitter	9.031123	-28.072989	111.937743	0
319	Spectrogram 1	1	2209.318000	2209.368000	4000.000000	18000.000000	8000.000000	Twitter	14.708084	-30.573152	84.774705	0
320	Spectrogram 1	1	2212.012000	2212.044000	4000.000000	18000.000000	8000.000000	Trill	10.756966	-36.087541	31.268399	0
321	Spectrogram 1	1	2212.732000	2213.136000	4000.000000	18000.000000	8000.000000	Trill	11.794371	-36.807291	68.821845	0
322	Spectrogram 1	1	2215.468000	2215.692000	4000.000000	18000.000000	8000.000000	Trill	4.495150	-39.154143	39.807166	1
323	Spectrogram 1	1	2219.830000	2219.922000	4000.000000	18000.000000	8000.000000	Trill	8.085886	-38.206246	40.215129	0
324	Spectrogram 1	1	2229.862000	2229.990000	4000.000000	18000.000000	8000.000000	Trill	7.368290	-38.972238	49.580742	0
325	Spectrogram 1	1	2233.756000	2233.938000	4000.000000	18000.000000	8000.000000	Trill	5.726212	-39.234352	48.593747	0
326	Spectrogram 1	1	2248.660000	2248.920000	4000.000000	18000.000000	8000.000000	Trillphee	6.827748	-37.117399	52.932798	0
327	Spectrogram 1	1	2252.332000	2252.460000	4000.000000	18000.000000	8000.000000	Trill	13.441717	-35.840459	30.380119	0
328	Spectrogram 1	1	2252.494000	2252.604000	4000.000000	18000.000000	8000.000000	Phee	13.144107	-36.900453	34.062563	0
329	Spectrogram 1	1	2262.376000	2262.600000	4000.000000	18000.000000	8000.000000	Trill	13.926160	-32.114964	106.616575	0
330	Spectrogram 1	1	2262.952000	2263.974000	4000.000000	18000.000000	8000.000000	Trillphee	7.642824	-23.766752	108.713313	0
331	Spectrogram 1	1	2276.116000	2276.274000	4000.000000	18000.000000	8000.000000	Trill	9.046979	-35.616564	59.788877	0
332	Spectrogram 1	1	2278.762000	2279.058000	4000.000000	18000.000000	8000.000000	Trill	11.854159	-35.588033	70.198866	0
333	Spectrogram 1	1	2280.136000	2280.204000	4000.000000	18000.000000	8000.000000	Twitter	6.219700	-27.640701	76.899691	0
334	Spectrogram 1	1	2280.274000	2280.378000	4000.000000	18000.000000	8000.000000	Twitter	5.007998	-27.240662	64.623433	0
335	Spectrogram 1	1	2280.436000	2280.534000	4000.000000	18000.000000	8000.000000	Twitter	7.447758	-26.575175	81.982494	0
336	Spectrogram 1	1	2280.598000	2282.052000	4000.000000	18000.000000	8000.000000	Phee	8.491766	-23.163237	130.984428	0
337	Spectrogram 1	1	2312.534000	2312.782000	4000.000000	18000.000000	8000.000000	Trill	14.122083	-33.039287	98.153200	0
338	Spectrogram 1	1	2317.154000	2317.690000	4000.000000	18000.000000	8000.000000	Phee	4.337708	-34.297671	30.143914	1
339	Spectrogram 1	1	2319.674000	2320.660000	4000.000000	18000.000000	8000.000000	Trillphee	5.611290	-30.616342	66.535529	0
340	Spectrogram 1	1	2326.358000	2326.672000	4000.000000	18000.000000	8000.000000	Trill	8.049525	-37.333569	40.963579	0
341	Spectrogram 1	1	2339.492000	2341.030000	4000.000000	18000.000000	8000.000000	Trillphee	14.318410	-21.120138	208.480424	0
342	Spectrogram 1	1	2351.420000	2351.740000	4000.000000	18000.000000	8000.000000	Trill	13.220136	-33.677978	106.260965	0
343	Spectrogram 1	1	2356.298000	2356.390000	4000.000000	18000.000000	8000.000000	Trill	16.437461	-31.952111	85.812407	0
344	Spectrogram 1	1	2356.430000	2356.576000	4000.000000	18000.000000	8000.000000	Trill	17.700727	-31.688109	130.658353	0
345	Spectrogram 1	1	2360.804000	2360.974000	4000.000000	18000.000000	8000.000000	Trill	7.585262	-37.457135	54.756915	0
346	Spectrogram 1	1	2374.652000	2374.978000	4000.000000	18000.000000	8000.000000	Trill	11.823714	-31.561646	66.083440	0
347	Spectrogram 1	1	2388.542000	2388.862000	4000.000000	18000.000000	8000.000000	Trill	9.339830	-35.343048	63.772442	0
348	Spectrogram 1	1	2392.970000	2393.278000	4000.000000	18000.000000	8000.000000	Trill	7.852517	-34.511170	76.807931	0
349	Spectrogram 1	1	2394.092000	2394.154000	4000.000000	18000.000000	8000.000000	Twitter	4.310407	-28.754394	56.153106	1
350	Spectrogram 1	1	2394.218000	2394.304000	4000.000000	18000.000000	8000.000000	Twitter	5.637214	-25.588729	68.773822	0
351	Spectrogram 1	1	2394.362000	2394.436000	4000.000000	18000.000000	8000.000000	Twitter	6.390542	-25.699369	62.827197	0
352	Spectrogram 1	1	2394.494000	2394.568000	4000.000000	18000.000000	8000.000000	Twitter	6.321513	-26.456810	70.641952	0
353	Spectrogram 1	1	2394.614000	2394.700000	4000.000000	18000.000000	8000.000000	Twitter	6.913798	-28.707250	88.204121	0
354	Spectrogram 1	1	2394.770000	2394.826000	4000.000000	18000.000000	8000.000000	Twitter	12.583709	-31.532386	95.152246	0
355	Spectrogram 1	1	2404.932000	2405.222000	4000.000000	18000.000000	8000.000000	Trill	15.300945	-31.161817	134.611440	0
356	Spectrogram 1	1	2406.144000	2406.302000	4000.000000	18000.000000	8000.000000	Trill	9.234330	-33.721920	74.713885	0
357	Spectrogram 1	1	2417.310000	2417.606000	4000.000000	18000.000000	8000.000000	Trill	9.865357	-35.043115	73.835141	0
358	Spectrogram 1	1	2417.658000	2419.082000	4000.000000	18000.000000	8000.000000	Trillphee	11.595421	-21.992814	171.107998	0
359	Spectrogram 1	1	2424.606000	2424.968000	4000.000000	18000.000000	8000.000000	Trill	12.321185	-35.091254	65.041561	0
360	Spectrogram 1	1	2426.580000	2426.666000	4000.000000	18000.000000	8000.000000	Twitter	6.243935	-25.906136	77.792476	0
361	Spectrogram 1	1	2426.718000	2426.792000	4000.000000	18000.000000	8000.000000	Twitter	6.774068	-25.522388	59.667932	0
362	Spectrogram 1	1	2426.862000	2426.930000	4000.000000	18000.000000	8000.000000	Twitter	6.748527	-25.337988	50.977613	0
363	Spectrogram 1	1	2426.994000	2427.074000	4000.000000	18000.000000	8000.000000	Twitter	6.552819	-26.295043	57.517377	0
364	Spectrogram 1	1	2427.126000	2427.212000	4000.000000	18000.000000	8000.000000	Twitter	6.363431	-26.270077	57.237094	0
365	Spectrogram 1	1	2427.258000	2427.350000	4000.000000	18000.000000	8000.000000	Twitter	6.633531	-26.609439	69.034555	0
366	Spectrogram 1	1	2427.378000	2427.488000	4000.000000	18000.000000	8000.000000	Twitter	7.790060	-28.008513	107.042205	0
367	Spectrogram 1	1	2427.546000	2427.614000	4000.000000	18000.000000	8000.000000	Trill	11.791876	-30.332096	105.371294	0
368	Spectrogram 1	1	2436.534000	2436.848000	4000.000000	18000.000000	8000.000000	Trill	13.696888	-35.468571	87.083461	0
369	Spectrogram 1	1	2440.536000	2440.832000	4000.000000	18000.000000	8000.000000	Trill	12.378292	-33.330875	86.055549	0
370	Spectrogram 1	1	2454.150000	2454.224000	4000.000000	18000.000000	8000.000000	Phee	4.023282	-38.682507	54.123630	1
371	Spectrogram 1	1	2455.482000	2455.832000	4000.000000	18000.000000	8000.000000	Trill	9.826327	-32.449263	90.936335	0
372	Spectrogram 1	1	2477.154000	2477.360000	4000.000000	18000.000000	8000.000000	Trill	7.761641	-37.965402	44.758719	0
373	Spectrogram 1	1	2478.498000	2478.866000	4000.000000	18000.000000	8000.000000	Trill	9.408559	-33.486518	91.131406	0
374	Spectrogram 1	1	2479.110000	2479.178000	4000.000000	18000.000000	8000.000000	Twitter	5.322693	-25.277598	55.794786	0
375	Spectrogram 1	1	2479.254000	2479.328000	4000.000000	18000.000000	8000.000000	Twitter	5.699476	-24.928425	56.065434	0
376	Spectrogram 1	1	2479.404000	2479.472000	4000.000000	18000.000000	8000.000000	Twitter	6.835789	-24.151145	52.184315	0
377	Spectrogram 1	1	2479.536000	2479.616000	4000.000000	18000.000000	8000.000000	Twitter	6.376375	-25.206100	56.354760	0
378	Spectrogram 1	1	2479.656000	2479.760000	4000.000000	18000.000000	8000.000000	Twitter	6.544611	-26.579841	74.315286	0
379	Spectrogram 1	1	2479.806000	2479.904000	4000.000000	18000.000000	8000.000000	Twitter	6.512970	-28.078508	89.141143	0
380	Spectrogram 1	1	2479.956000	2480.012000	4000.000000	18000.000000	8000.000000	Twitter	10.523137	-30.879041	89.826329	0
381	Spectrogram 1	1	2487.942000	2488.364000	4000.000000	18000.000000	8000.000000	Trill	12.896574	-33.675515	114.741128	0
382	Spectrogram 1	1	2521.744000	2522.010000	4000.000000	18000.000000	8000.000000	Trill	13.646060	-31.199489	115.798691	0
383	Spectrogram 1	1	2526.352000	2526.750000	4000.000000	18000.000000	8000.000000	Trill	10.864337	-33.580065	86.661233	0
384	Spectrogram 1	1	2529.034000	2530.206000	4000.000000	18000.000000	8000.000000	Trillphee	9.541808	-29.284175	115.196028	0
385	Spectrogram 1	1	2541.490000	2541.678000	4000.000000	18000.000000	8000.000000	Trill	4.696697	-34.853126	55.786621	1
386	Spectrogram 1	1	2544.448000	2544.828000	4000.000000	18000.000000	8000.000000	Trill	13.454988	-31.876694	122.964552	0
387	Spectrogram 1	1	2557.888000	2558.208000	4000.000000	18000.000000	8000.000000	Trill	13.140996	-32.535602	87.841958	0
388	Spectrogram 1	1	2560.048000	2560.140000	4000.000000	18000.000000	8000.000000	Twitter	4.164243	-19.641079	102.743602	1
389	Spectrogram 1	1	2566.762000	2567.958000	4000.000000	18000.000000	8000.000000	Trillphee	17.675767	-27.042640	187.369786	0
390	Spectrogram 1	1	2594.524000	2594.766000	4000.000000	18000.000000	8000.000000	Trill	8.771007	-33.681081	78.669852	0
391	Spectrogram 1	1	2611.364000	2611.660000	4000.000000	18000.000000	8000.000000	Trill	13.539238	-37.002102	63.702263	0
392	Spectrogram 1	1	2615.000000	2615.248000	4000.000000	18000.000000	8000.000000	Trill	17.951687	-36.067387	99.551546	0
393	Spectrogram 1	1	2629.592000	2629.780000	4000.000000	18000.000000	8000.000000	Trill	11.796472	-32.566041	86.264704	0
394	Spectrogram 1	1	2630.588000	2630.830000	4000.000000	18000.000000	8000.000000	Trill	4.978550	-36.623033	36.637692	1
395	Spectrogram 1	1	2632.064000	2632.162000	4000.000000	18000.000000	8000.000000	Twitter	4.801697	-26.324693	60.637431	1
396	Spectrogram 1	1	2632.220000	2632.300000	4000.000000	18000.000000	8000.000000	Twitter	5.920888	-24.889190	55.849584	0
397	Spectrogram 1	1	2632.364000	2632.438000	4000.000000	18000.000000	8000.000000	Twitter	6.801371	-24.256375	52.753419	0
398	Spectrogram 1	1	2632.514000	2632.582000	4000.000000	18000.000000	8000.000000	Twitter	7.331912	-24.087956	52.817259	0
399	Spectrogram 1	1	2632.652000	2632.726000	4000.000000	18000.000000	8000.000000	Twitter	7.755795	-24.264539	47.689230	0
400	Spectrogram 1	1	2632.796000	2632.876000	4000.000000	18000.000000	8000.000000	Twitter	7.469238	-25.151933	52.754729	0
401	Spectrogram 1	1	2632.934000	2633.020000	4000.000000	18000.000000	8000.000000	Twitter	7.767368	-25.308212	59.042400	0
402	Spectrogram 1	1	2633.084000	2633.164000	4000.000000	18000.000000	8000.000000	Twitter	7.365912	-26.640422	49.327082	0
403	Spectrogram 1	1	2633.216000	2633.314000	4000.000000	18000.000000	8000.000000	Twitter	9.178004	-27.064810	102.896644	0
404	Spectrogram 1	1	2633.366000	2633.416000	4000.000000	18000.000000	8000.000000	Twitter	12.491924	-29.106648	78.483930	0
405	Spectrogram 1	1	2638.094000	2638.186000	4000.000000	18000.000000	8000.000000	Phee	8.900450	-39.408488	30.441946	0
406	Spectrogram 1	1	2639.378000	2639.650000	4000.000000	18000.000000	8000.000000	Trill	9.459464	-37.765015	53.544396	0
407	Spectrogram 1	1	2640.914000	2642.320000	4000.000000	18000.000000	8000.000000	Trillphee	8.286117	-32.570081	79.913560	0
408	Spectrogram 1	1	2667.458000	2667.652000	4000.000000	18000.000000	8000.000000	Trill	11.867120	-32.603254	96.888977	0
409	Spectrogram 1	1	2695.478000	2695.774000	4000.000000	18000.000000	8000.000000	Trill	12.792824	-31.736086	102.614903	0
410	Spectrogram 1	1	2697.644000	2698.906000	4000.000000	18000.000000	8000.000000	Trillphee	17.134926	-23.900242	190.299760	0
411	Spectrogram 1	1	2705.178000	2705.402000	4000.000000	18000.000000	8000.000000	Trill	11.719872	-34.804487	88.840069	0
412	Spectrogram 1	1	2738.490000	2738.714000	4000.000000	18000.000000	8000.000000	Trill	11.232669	-34.358162	84.457967	0
413	Spectrogram 1	1	2739.918000	2739.974000	4000.000000	18000.000000	8000.000000	Phee	3.784054	-35.749778	49.017378	1
414	Spectrogram 1	1	2760.804000	2761.058000	4000.000000	18000.000000	8000.000000	Trill	11.518400	-33.563665	98.577178	0
415	Spectrogram 1	1	2767.764000	2768.006000	4000.000000	18000.000000	8000.000000	Trill	12.950260	-34.258065	59.548016	0
