Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Exception
236	Spectrogram 1	2	958.164000	958.304000	4000.000000	18000.000000	8000.000000	Phee	17.124188	-21.987675	0
237	Spectrogram 1	2	958.332000	958.544000	4000.000000	18000.000000	8000.000000	Phee	16.180606	-21.484812	0
238	Spectrogram 1	2	958.572000	958.826000	4000.000000	18000.000000	8000.000000	Phee	13.445360	-21.649735	0
239	Spectrogram 1	2	962.700000	962.864000	4000.000000	18000.000000	8000.000000	Trill	15.679185	-27.181214	0
240	Spectrogram 1	2	964.500000	964.640000	4000.000000	18000.000000	8000.000000	Trill	6.852055	-32.739337	0
241	Spectrogram 1	2	969.774000	969.962000	4000.000000	18000.000000	8000.000000	Trill	16.238823	-33.475864	0
242	Spectrogram 1	2	970.068000	970.100000	4000.000000	18000.000000	8000.000000	Trill	11.675773	-38.449742	0
243	Spectrogram 1	2	971.034000	971.138000	4000.000000	18000.000000	8000.000000	Twitter	6.414368	-24.823819	0
244	Spectrogram 1	2	971.178000	971.294000	4000.000000	18000.000000	8000.000000	Twitter	9.339557	-23.824996	0
245	Spectrogram 1	2	971.376000	972.278000	4000.000000	18000.000000	8000.000000	Phee	16.400514	-21.506995	0
246	Spectrogram 1	2	980.124000	980.462000	4000.000000	18000.000000	8000.000000	Trill	13.504217	-34.065133	0
247	Spectrogram 1	2	980.670000	980.804000	4000.000000	18000.000000	8000.000000	Phee	9.523517	-26.107339	0
248	Spectrogram 1	2	980.826000	980.894000	4000.000000	18000.000000	8000.000000	Phee	12.256727	-23.023363	0
249	Spectrogram 1	2	980.934000	981.188000	4000.000000	18000.000000	8000.000000	Phee	12.518075	-21.721699	0
250	Spectrogram 1	2	981.216000	981.326000	4000.000000	18000.000000	8000.000000	Phee	11.655928	-21.747292	0
251	Spectrogram 1	2	981.360000	981.560000	4000.000000	18000.000000	8000.000000	Phee	12.793967	-23.237544	0
252	Spectrogram 1	2	992.856000	993.008000	4000.000000	18000.000000	8000.000000	Trill	14.929902	-30.305949	0
253	Spectrogram 1	2	994.428000	994.694000	4000.000000	18000.000000	8000.000000	Trill	14.688828	-31.377330	0
254	Spectrogram 1	2	994.812000	995.846000	4000.000000	18000.000000	8000.000000	Phee	8.565382	-20.317204	0
255	Spectrogram 1	2	995.868000	996.056000	4000.000000	18000.000000	8000.000000	Phee	8.038269	-23.053596	0
256	Spectrogram 1	2	1006.864000	1007.136000	4000.000000	18000.000000	8000.000000	Trill	9.890429	-34.656196	0
257	Spectrogram 1	2	1018.798000	1019.028000	4000.000000	18000.000000	8000.000000	Trill	15.828434	-30.969301	0
258	Spectrogram 1	2	1021.306000	1021.392000	4000.000000	18000.000000	8000.000000	Trill	13.967051	-36.714508	0
259	Spectrogram 1	2	1030.606000	1030.956000	4000.000000	18000.000000	8000.000000	Trill	15.004570	-30.006432	0
260	Spectrogram 1	2	1033.510000	1033.782000	4000.000000	18000.000000	8000.000000	Trill	12.946506	-33.945657	0
261	Spectrogram 1	2	1038.838000	1038.912000	4000.000000	18000.000000	8000.000000	Trill	13.464188	-29.804754	0
262	Spectrogram 1	2	1075.444000	1075.584000	4000.000000	18000.000000	8000.000000	Trill	16.173655	-28.088962	0
263	Spectrogram 1	2	1082.656000	1082.850000	4000.000000	18000.000000	8000.000000	Trill	10.522953	-29.544302	0
264	Spectrogram 1	2	1085.812000	1086.090000	4000.000000	18000.000000	8000.000000	Trill	11.502856	-32.607722	0
265	Spectrogram 1	2	1087.828000	1088.076000	4000.000000	18000.000000	8000.000000	Trill	14.391290	-35.492503	0
266	Spectrogram 1	2	1091.302000	1092.324000	4000.000000	18000.000000	8000.000000	Trillphee	9.160832	-21.836526	0
267	Spectrogram 1	2	1099.672000	1099.764000	4000.000000	18000.000000	8000.000000	Trill	15.382223	-31.225728	0
268	Spectrogram 1	2	1135.442000	1135.726000	4000.000000	18000.000000	8000.000000	Trill	10.553796	-32.701457	0
269	Spectrogram 1	2	1140.188000	1140.562000	4000.000000	18000.000000	8000.000000	Trill	15.154940	-30.934744	0
270	Spectrogram 1	2	1148.570000	1148.668000	4000.000000	18000.000000	8000.000000	Trill	11.197090	-30.325923	0
271	Spectrogram 1	2	1168.712000	1168.846000	4000.000000	18000.000000	8000.000000	Trill	14.159478	-27.889605	0
272	Spectrogram 1	2	1207.218000	1207.508000	4000.000000	18000.000000	8000.000000	Trill	18.037082	-26.960737	0
273	Spectrogram 1	2	1212.816000	1212.986000	4000.000000	18000.000000	8000.000000	Trill	14.056371	-31.866290	0
274	Spectrogram 1	2	1213.374000	1213.418000	4000.000000	18000.000000	8000.000000	Phee	14.114069	-37.472145	0
275	Spectrogram 1	2	1222.878000	1223.072000	4000.000000	18000.000000	8000.000000	Trill	12.792407	-32.206580	0
276	Spectrogram 1	2	1224.204000	1224.524000	4000.000000	18000.000000	8000.000000	Trill	11.891406	-31.513716	0
277	Spectrogram 1	2	1231.590000	1231.826000	4000.000000	18000.000000	8000.000000	Trill	13.905090	-30.813281	0
278	Spectrogram 1	2	1234.128000	1234.292000	4000.000000	18000.000000	8000.000000	Trill	10.729259	-32.345095	0
279	Spectrogram 1	2	1236.450000	1236.530000	4000.000000	18000.000000	8000.000000	Twitter	7.354006	-26.277670	0
280	Spectrogram 1	2	1236.624000	1236.710000	4000.000000	18000.000000	8000.000000	Trill	9.246345	-26.172472	0
281	Spectrogram 1	2	1236.804000	1236.848000	4000.000000	18000.000000	8000.000000	Twitter	18.763881	-30.480062	0
282	Spectrogram 1	2	1245.642000	1245.944000	4000.000000	18000.000000	8000.000000	Trill	14.993221	-30.736455	0
283	Spectrogram 1	2	1265.694000	1265.792000	4000.000000	18000.000000	8000.000000	Trill	9.981978	-30.287900	0
284	Spectrogram 1	2	1268.526000	1268.774000	4000.000000	18000.000000	8000.000000	Trill	11.749597	-29.637161	0
285	Spectrogram 1	2	1269.036000	1269.986000	4000.000000	18000.000000	8000.000000	Phee	10.910838	-22.035873	0
286	Spectrogram 1	2	1377.538000	1377.840000	4000.000000	18000.000000	8000.000000	Trill	13.983689	-31.610614	0
287	Spectrogram 1	2	1379.332000	1379.736000	4000.000000	18000.000000	8000.000000	Trill	10.380668	-30.255751	0
288	Spectrogram 1	2	1383.592000	1383.954000	4000.000000	18000.000000	8000.000000	Trill	9.727054	-36.436680	0
289	Spectrogram 1	2	1388.494000	1388.574000	4000.000000	18000.000000	8000.000000	Trill	13.254101	-34.038957	0
290	Spectrogram 1	2	1389.982000	1390.278000	4000.000000	18000.000000	8000.000000	Trill	15.017762	-31.994422	0
291	Spectrogram 1	2	1411.730000	1413.106000	4000.000000	18000.000000	8000.000000	Trillphee	10.349844	-25.339000	0
292	Spectrogram 1	2	1424.678000	1424.926000	4000.000000	18000.000000	8000.000000	Trill	11.374825	-33.451903	0
293	Spectrogram 1	2	1434.212000	1434.454000	4000.000000	18000.000000	8000.000000	Trill	16.643833	-32.781222	0
294	Spectrogram 1	2	1439.780000	1439.842000	4000.000000	18000.000000	8000.000000	Trill	15.180331	-33.915250	0
295	Spectrogram 1	2	1444.406000	1444.654000	4000.000000	18000.000000	8000.000000	Trill	10.397879	-31.996262	0
296	Spectrogram 1	2	1448.744000	1448.950000	4000.000000	18000.000000	8000.000000	Trill	10.333341	-36.176688	0
297	Spectrogram 1	2	1464.674000	1464.970000	4000.000000	18000.000000	8000.000000	Trill	18.021164	-29.675500	0
298	Spectrogram 1	2	1465.160000	1465.306000	4000.000000	18000.000000	8000.000000	Phee	17.497565	-22.507320	0
299	Spectrogram 1	2	1465.352000	1465.426000	4000.000000	18000.000000	8000.000000	Phee	16.361262	-22.924231	0
300	Spectrogram 1	2	1465.454000	1465.540000	4000.000000	18000.000000	8000.000000	Phee	12.999637	-22.553962	0
301	Spectrogram 1	2	1465.568000	1465.642000	4000.000000	18000.000000	8000.000000	Phee	12.508930	-22.497724	0
302	Spectrogram 1	2	1465.694000	1465.870000	4000.000000	18000.000000	8000.000000	Phee	11.143682	-23.847799	0
303	Spectrogram 1	2	1473.734000	1473.814000	4000.000000	18000.000000	8000.000000	Trill	12.779097	-30.892906	0
304	Spectrogram 1	2	1474.472000	1474.672000	4000.000000	18000.000000	8000.000000	Trill	11.852858	-33.836254	0
305	Spectrogram 1	2	1477.376000	1477.438000	4000.000000	18000.000000	8000.000000	Trill	5.874078	-35.733759	0
306	Spectrogram 1	2	1479.512000	1479.574000	4000.000000	18000.000000	8000.000000	Twitter	6.159684	-28.444702	0
307	Spectrogram 1	2	1479.632000	1479.694000	4000.000000	18000.000000	8000.000000	Twitter	6.990611	-27.622661	0
308	Spectrogram 1	2	1479.752000	1479.802000	4000.000000	18000.000000	8000.000000	Twitter	5.514925	-28.040995	0
309	Spectrogram 1	2	1479.866000	1479.928000	4000.000000	18000.000000	8000.000000	Twitter	6.539679	-28.850910	0
310	Spectrogram 1	2	1479.980000	1480.042000	4000.000000	18000.000000	8000.000000	Twitter	5.816017	-27.851845	0
311	Spectrogram 1	2	1480.094000	1480.168000	4000.000000	18000.000000	8000.000000	Twitter	7.790609	-28.657490	0
312	Spectrogram 1	2	1480.214000	1480.264000	4000.000000	18000.000000	8000.000000	Trill	10.519626	-34.381255	0
313	Spectrogram 1	2	1482.524000	1482.694000	4000.000000	18000.000000	8000.000000	Trill	7.630641	-37.172247	0
314	Spectrogram 1	2	1489.880000	1490.008000	4000.000000	18000.000000	8000.000000	Trill	10.387298	-35.085128	0
315	Spectrogram 1	2	1490.030000	1490.152000	4000.000000	18000.000000	8000.000000	Trill	11.617686	-37.038786	0
316	Spectrogram 1	2	1491.140000	1491.232000	4000.000000	18000.000000	8000.000000	Trill	9.437610	-30.326513	0
317	Spectrogram 1	2	1491.404000	1491.622000	4000.000000	18000.000000	8000.000000	Phee	9.363496	-24.658683	0
318	Spectrogram 1	2	1491.650000	1491.748000	4000.000000	18000.000000	8000.000000	Phee	9.424740	-24.602415	0
319	Spectrogram 1	2	1491.854000	1491.910000	4000.000000	18000.000000	8000.000000	Phee	5.248879	-25.660857	0
320	Spectrogram 1	2	1499.702000	1499.842000	4000.000000	18000.000000	8000.000000	Trill	13.975594	-32.369466	0
321	Spectrogram 1	2	1500.924000	1501.088000	4000.000000	18000.000000	8000.000000	Trill	8.646740	-33.260216	0
322	Spectrogram 1	2	1505.550000	1505.660000	4000.000000	18000.000000	8000.000000	Trill	7.762869	-34.692689	0
323	Spectrogram 1	2	1509.174000	1509.206000	4000.000000	18000.000000	8000.000000	Trill	13.350907	-37.037798	0
324	Spectrogram 1	2	1518.912000	1519.034000	4000.000000	18000.000000	8000.000000	Trill	18.476521	-26.076693	0
325	Spectrogram 1	2	1521.642000	1522.004000	4000.000000	18000.000000	8000.000000	Trill	15.982947	-30.198165	0
326	Spectrogram 1	2	1523.202000	1523.468000	4000.000000	18000.000000	8000.000000	Trill	16.225940	-28.881346	0
327	Spectrogram 1	2	1525.194000	1525.472000	4000.000000	18000.000000	8000.000000	Trill	14.524631	-33.102559	0
328	Spectrogram 1	2	1527.294000	1527.374000	4000.000000	18000.000000	8000.000000	Twitter	16.321435	-25.985102	0
329	Spectrogram 1	2	1527.468000	1527.524000	4000.000000	18000.000000	8000.000000	Twitter	13.373896	-23.049014	0
330	Spectrogram 1	2	1527.612000	1527.656000	4000.000000	18000.000000	8000.000000	Twitter	13.639174	-23.367403	0
331	Spectrogram 1	2	1527.744000	1527.794000	4000.000000	18000.000000	8000.000000	Twitter	14.399068	-23.604678	0
332	Spectrogram 1	2	1527.870000	1527.926000	4000.000000	18000.000000	8000.000000	Twitter	15.523579	-23.932674	0
333	Spectrogram 1	2	1528.008000	1528.076000	4000.000000	18000.000000	8000.000000	Twitter	13.337055	-24.398234	0
334	Spectrogram 1	2	1528.146000	1528.208000	4000.000000	18000.000000	8000.000000	Twitter	13.852808	-24.789510	0
335	Spectrogram 1	2	1528.272000	1528.328000	4000.000000	18000.000000	8000.000000	Twitter	17.085105	-26.941145	0
336	Spectrogram 1	2	1528.428000	1528.472000	4000.000000	18000.000000	8000.000000	Trill	19.036464	-26.934188	0
337	Spectrogram 1	2	1547.676000	1547.996000	4000.000000	18000.000000	8000.000000	Trill	11.659226	-32.524320	0
338	Spectrogram 1	2	1552.710000	1552.904000	4000.000000	18000.000000	8000.000000	Trill	13.925551	-28.302177	0
339	Spectrogram 1	2	1555.488000	1555.604000	4000.000000	18000.000000	8000.000000	Trill	12.550867	-32.189348	0
340	Spectrogram 1	2	1555.782000	1556.192000	4000.000000	18000.000000	8000.000000	Phee	6.142922	-29.924859	0
341	Spectrogram 1	2	1556.220000	1556.858000	4000.000000	18000.000000	8000.000000	Phee	12.262318	-25.107450	0
342	Spectrogram 1	2	1561.224000	1561.442000	4000.000000	18000.000000	8000.000000	Trill	12.132399	-32.957270	0
343	Spectrogram 1	2	1566.618000	1568.120000	4000.000000	18000.000000	8000.000000	Trillphee	17.532797	-17.599376	0
344	Spectrogram 1	2	1572.738000	1572.950000	4000.000000	18000.000000	8000.000000	Trill	14.205757	-30.236363	0
345	Spectrogram 1	2	1577.376000	1577.666000	4000.000000	18000.000000	8000.000000	Trill	15.234647	-30.939242	0
346	Spectrogram 1	2	1582.464000	1582.748000	4000.000000	18000.000000	8000.000000	Trill	12.858657	-29.073996	0
347	Spectrogram 1	2	1587.702000	1587.806000	4000.000000	18000.000000	8000.000000	Trill	12.676129	-30.293423	0
348	Spectrogram 1	2	1588.134000	1588.196000	4000.000000	18000.000000	8000.000000	Phee	11.708969	-25.520323	0
349	Spectrogram 1	2	1588.266000	1588.454000	4000.000000	18000.000000	8000.000000	Phee	8.685433	-26.402878	0
350	Spectrogram 1	2	1588.482000	1588.652000	4000.000000	18000.000000	8000.000000	Phee	9.920798	-24.184223	0
351	Spectrogram 1	2	1588.752000	1588.964000	4000.000000	18000.000000	8000.000000	Phee	12.287915	-25.103874	0
352	Spectrogram 1	2	1589.046000	1589.120000	4000.000000	18000.000000	8000.000000	Phee	15.970296	-23.791222	0
353	Spectrogram 1	2	1597.482000	1597.580000	4000.000000	18000.000000	8000.000000	Trill	13.037254	-27.668130	0
354	Spectrogram 1	2	1601.440000	1601.550000	4000.000000	18000.000000	8000.000000	Trill	15.702403	-29.818124	0
355	Spectrogram 1	2	1610.290000	1610.472000	4000.000000	18000.000000	8000.000000	Trill	15.097599	-28.613457	0
356	Spectrogram 1	2	1612.678000	1614.138000	4000.000000	18000.000000	8000.000000	Trillphee	13.698073	-17.432687	0
357	Spectrogram 1	2	1618.534000	1618.752000	4000.000000	18000.000000	8000.000000	Trill	13.980215	-29.852489	0
358	Spectrogram 1	2	1621.378000	1621.602000	4000.000000	18000.000000	8000.000000	Trill	14.422723	-31.160974	0
359	Spectrogram 1	2	1623.466000	1623.546000	4000.000000	18000.000000	8000.000000	Twitter	4.866274	-24.676540	1
360	Spectrogram 1	2	1623.598000	1623.660000	4000.000000	18000.000000	8000.000000	Twitter	6.309164	-22.979362	0
361	Spectrogram 1	2	1623.718000	1623.810000	4000.000000	18000.000000	8000.000000	Twitter	5.422795	-25.259577	0
362	Spectrogram 1	2	1623.844000	1623.936000	4000.000000	18000.000000	8000.000000	Twitter	5.709784	-25.760272	0
363	Spectrogram 1	2	1623.964000	1624.062000	4000.000000	18000.000000	8000.000000	Twitter	6.023645	-25.873546	0
364	Spectrogram 1	2	1624.090000	1624.182000	4000.000000	18000.000000	8000.000000	Twitter	7.288583	-25.526469	0
365	Spectrogram 1	2	1624.192000	1624.224000	4000.000000	18000.000000	8000.000000	Phee	4.817832	-38.069022	1
366	Spectrogram 1	2	1624.234000	1624.308000	4000.000000	18000.000000	8000.000000	Twitter	9.799256	-28.114748	0
367	Spectrogram 1	2	1634.680000	1634.754000	4000.000000	18000.000000	8000.000000	Trill	8.076806	-29.009121	0
368	Spectrogram 1	2	1641.862000	1642.152000	4000.000000	18000.000000	8000.000000	Trill	14.687986	-30.003384	0
369	Spectrogram 1	2	1650.646000	1650.924000	4000.000000	18000.000000	8000.000000	Trill	14.226917	-32.899129	0
370	Spectrogram 1	2	1663.942000	1664.196000	4000.000000	18000.000000	8000.000000	Trill	12.490785	-30.065155	0
371	Spectrogram 1	2	1667.794000	1668.042000	4000.000000	18000.000000	8000.000000	Trill	13.837356	-31.052451	0
372	Spectrogram 1	2	1670.242000	1670.394000	4000.000000	18000.000000	8000.000000	Trill	13.604330	-32.319673	0
373	Spectrogram 1	2	1672.078000	1672.146000	4000.000000	18000.000000	8000.000000	Twitter	6.828863	-23.939483	0
374	Spectrogram 1	2	1672.198000	1672.266000	4000.000000	18000.000000	8000.000000	Twitter	7.463778	-22.908808	0
375	Spectrogram 1	2	1672.324000	1672.404000	4000.000000	18000.000000	8000.000000	Twitter	6.728800	-24.726134	0
376	Spectrogram 1	2	1672.450000	1672.524000	4000.000000	18000.000000	8000.000000	Twitter	7.201993	-23.740873	0
377	Spectrogram 1	2	1672.576000	1672.650000	4000.000000	18000.000000	8000.000000	Twitter	7.400221	-24.135872	0
378	Spectrogram 1	2	1672.702000	1672.800000	4000.000000	18000.000000	8000.000000	Twitter	7.327858	-26.094148	0
379	Spectrogram 1	2	1672.864000	1672.920000	4000.000000	18000.000000	8000.000000	Twitter	14.332098	-26.773545	0
380	Spectrogram 1	2	1679.518000	1679.730000	4000.000000	18000.000000	8000.000000	Trill	11.449357	-30.295595	0
381	Spectrogram 1	2	1690.258000	1690.434000	4000.000000	18000.000000	8000.000000	Trill	10.990861	-25.858739	0
382	Spectrogram 1	2	1690.510000	1690.650000	4000.000000	18000.000000	8000.000000	Phee	16.012778	-30.003298	0
383	Spectrogram 1	2	1698.394000	1698.510000	4000.000000	18000.000000	8000.000000	Trill	14.726111	-30.105074	0
384	Spectrogram 1	2	1699.696000	1699.890000	4000.000000	18000.000000	8000.000000	Trill	14.440453	-29.616232	0
385	Spectrogram 1	2	1701.344000	1701.538000	4000.000000	18000.000000	8000.000000	Trill	13.975670	-28.015075	0
386	Spectrogram 1	2	1701.656000	1701.814000	4000.000000	18000.000000	8000.000000	Phee	12.691794	-26.636653	0
387	Spectrogram 1	2	1701.854000	1702.300000	4000.000000	18000.000000	8000.000000	Phee	11.884506	-23.242532	0
388	Spectrogram 1	2	1702.328000	1702.414000	4000.000000	18000.000000	8000.000000	Phee	8.343190	-23.408987	0
389	Spectrogram 1	2	1702.484000	1702.612000	4000.000000	18000.000000	8000.000000	Phee	9.785385	-24.229217	0
390	Spectrogram 1	2	1710.938000	1711.150000	4000.000000	18000.000000	8000.000000	Trill	13.408425	-33.954215	0
391	Spectrogram 1	2	1714.346000	1714.588000	4000.000000	18000.000000	8000.000000	Trill	11.638430	-23.340041	0
392	Spectrogram 1	2	1714.688000	1715.494000	4000.000000	18000.000000	8000.000000	Phee	14.137583	-20.837620	0
393	Spectrogram 1	2	1715.516000	1715.722000	4000.000000	18000.000000	8000.000000	Phee	13.036368	-23.866980	0
394	Spectrogram 1	2	1736.690000	1736.866000	4000.000000	18000.000000	8000.000000	Trill	14.350430	-28.461686	0
395	Spectrogram 1	2	1737.626000	1737.778000	4000.000000	18000.000000	8000.000000	Twitter	8.722135	-22.171390	0
396	Spectrogram 1	2	1737.860000	1737.952000	4000.000000	18000.000000	8000.000000	Twitter	6.000695	-24.702647	0
397	Spectrogram 1	2	1737.992000	1738.072000	4000.000000	18000.000000	8000.000000	Twitter	6.846663	-23.416583	0
398	Spectrogram 1	2	1738.124000	1738.210000	4000.000000	18000.000000	8000.000000	Twitter	6.522060	-23.848491	0
399	Spectrogram 1	2	1738.256000	1738.342000	4000.000000	18000.000000	8000.000000	Twitter	6.680364	-23.728690	0
400	Spectrogram 1	2	1738.382000	1738.504000	4000.000000	18000.000000	8000.000000	Twitter	6.809977	-26.312945	0
401	Spectrogram 1	2	1738.508000	1738.606000	4000.000000	18000.000000	8000.000000	Twitter	11.208466	-27.294414	0
402	Spectrogram 1	2	1746.140000	1746.208000	4000.000000	18000.000000	8000.000000	Twitter	6.846904	-20.474101	0
403	Spectrogram 1	2	1746.278000	1746.346000	4000.000000	18000.000000	8000.000000	Twitter	7.624123	-20.796022	0
404	Spectrogram 1	2	1746.422000	1746.490000	4000.000000	18000.000000	8000.000000	Twitter	7.879346	-21.700136	0
405	Spectrogram 1	2	1746.554000	1746.628000	4000.000000	18000.000000	8000.000000	Twitter	7.890790	-21.923757	0
406	Spectrogram 1	2	1746.698000	1746.766000	4000.000000	18000.000000	8000.000000	Twitter	8.108331	-22.119778	0
407	Spectrogram 1	2	1746.830000	1746.928000	4000.000000	18000.000000	8000.000000	Twitter	7.013456	-23.843642	0
408	Spectrogram 1	2	1746.962000	1747.072000	4000.000000	18000.000000	8000.000000	Twitter	8.337978	-24.839178	0
409	Spectrogram 1	2	1747.112000	1747.180000	4000.000000	18000.000000	8000.000000	Twitter	10.146061	-25.523062	0
410	Spectrogram 1	2	1750.382000	1750.666000	4000.000000	18000.000000	8000.000000	Trill	12.809914	-34.371557	0
411	Spectrogram 1	2	1756.214000	1756.504000	4000.000000	18000.000000	8000.000000	Trill	12.362790	-33.251280	0
412	Spectrogram 1	2	1759.238000	1759.432000	4000.000000	18000.000000	8000.000000	Trill	14.607636	-30.944063	0
413	Spectrogram 1	2	1764.344000	1764.622000	4000.000000	18000.000000	8000.000000	Trill	13.456129	-30.736922	0
414	Spectrogram 1	2	1764.866000	1765.426000	4000.000000	18000.000000	8000.000000	Phee	10.519281	-24.497661	0
415	Spectrogram 1	2	1765.472000	1765.546000	4000.000000	18000.000000	8000.000000	Phee	9.708909	-26.889860	0
416	Spectrogram 1	2	1793.852000	1794.034000	4000.000000	18000.000000	8000.000000	Trill	6.636099	-34.923923	0
417	Spectrogram 1	2	1797.140000	1797.364000	4000.000000	18000.000000	8000.000000	Trill	7.645032	-36.051724	0
418	Spectrogram 1	2	1805.118000	1805.294000	4000.000000	18000.000000	8000.000000	Trill	14.232779	-27.417656	0
419	Spectrogram 1	2	1806.048000	1806.110000	4000.000000	18000.000000	8000.000000	Twitter	11.483802	-23.381498	0
420	Spectrogram 1	2	1806.168000	1806.260000	4000.000000	18000.000000	8000.000000	Twitter	9.497427	-23.986050	0
421	Spectrogram 1	2	1806.300000	1806.368000	4000.000000	18000.000000	8000.000000	Twitter	11.920619	-22.252613	0
422	Spectrogram 1	2	1806.372000	1806.392000	4000.000000	18000.000000	8000.000000	Phee	3.954647	-36.156117	1
423	Spectrogram 1	2	1806.414000	1806.494000	4000.000000	18000.000000	8000.000000	Twitter	11.261942	-23.013857	0
424	Spectrogram 1	2	1806.534000	1806.620000	4000.000000	18000.000000	8000.000000	Twitter	11.414368	-25.626374	0
425	Spectrogram 1	2	1806.660000	1806.752000	4000.000000	18000.000000	8000.000000	Twitter	11.413794	-26.946512	0
426	Spectrogram 1	2	1806.792000	1806.848000	4000.000000	18000.000000	8000.000000	Twitter	12.967593	-30.841316	0
427	Spectrogram 1	2	1808.436000	1808.744000	4000.000000	18000.000000	8000.000000	Trill	12.692137	-35.053494	0
428	Spectrogram 1	2	1820.226000	1820.510000	4000.000000	18000.000000	8000.000000	Trill	14.135905	-34.266382	0
429	Spectrogram 1	2	1823.070000	1823.474000	4000.000000	18000.000000	8000.000000	Trill	13.978967	-33.836814	0
430	Spectrogram 1	2	1824.546000	1824.614000	4000.000000	18000.000000	8000.000000	Twitter	8.989410	-24.430571	0
431	Spectrogram 1	2	1824.690000	1824.776000	4000.000000	18000.000000	8000.000000	Twitter	6.484714	-25.114309	0
432	Spectrogram 1	2	1824.822000	1824.896000	4000.000000	18000.000000	8000.000000	Twitter	8.100310	-23.939293	0
433	Spectrogram 1	2	1824.942000	1825.010000	4000.000000	18000.000000	8000.000000	Twitter	8.698703	-23.146798	0
434	Spectrogram 1	2	1825.062000	1825.130000	4000.000000	18000.000000	8000.000000	Twitter	9.337737	-23.310030	0
435	Spectrogram 1	2	1825.152000	1825.166000	4000.000000	18000.000000	8000.000000	Twitter	5.571577	-38.184209	2
436	Spectrogram 1	2	1825.194000	1825.256000	4000.000000	18000.000000	8000.000000	Twitter	10.909072	-23.719145	0
437	Spectrogram 1	2	1829.718000	1829.762000	4000.000000	18000.000000	8000.000000	Trill	13.408017	-34.676965	0
438	Spectrogram 1	2	1832.994000	1834.280000	4000.000000	18000.000000	8000.000000	Trillphee	17.878129	-19.520532	0
439	Spectrogram 1	2	1839.300000	1839.482000	4000.000000	18000.000000	8000.000000	Trill	15.087787	-30.509832	0
440	Spectrogram 1	2	1840.578000	1840.904000	4000.000000	18000.000000	8000.000000	Trill	16.252130	-29.367450	0
441	Spectrogram 1	2	1841.058000	1842.110000	4000.000000	18000.000000	8000.000000	Phee	18.246519	-20.999235	0
442	Spectrogram 1	2	1850.058000	1850.246000	4000.000000	18000.000000	8000.000000	Trill	15.961736	-28.441129	0
443	Spectrogram 1	2	1852.302000	1852.514000	4000.000000	18000.000000	8000.000000	Trill	15.065724	-26.608085	0
444	Spectrogram 1	2	1854.378000	1855.460000	4000.000000	18000.000000	8000.000000	Trillphee	20.928446	-22.639125	0
445	Spectrogram 1	2	1855.500000	1855.574000	4000.000000	18000.000000	8000.000000	Phee	20.236101	-24.676092	0
446	Spectrogram 1	2	1859.202000	1859.378000	4000.000000	18000.000000	8000.000000	Trill	12.302745	-29.004803	0
447	Spectrogram 1	2	1860.834000	1861.064000	4000.000000	18000.000000	8000.000000	Trill	15.550922	-26.693498	0
448	Spectrogram 1	2	1863.582000	1863.800000	4000.000000	18000.000000	8000.000000	Trill	15.856222	-27.330938	0
449	Spectrogram 1	2	1865.820000	1865.984000	4000.000000	18000.000000	8000.000000	Trill	16.858565	-30.169916	0
450	Spectrogram 1	2	1871.982000	1872.296000	4000.000000	18000.000000	8000.000000	Trillphee	13.062946	-27.320992	0
451	Spectrogram 1	2	1872.360000	1872.794000	4000.000000	18000.000000	8000.000000	Phee	9.933601	-21.875437	0
452	Spectrogram 1	2	1872.834000	1872.902000	4000.000000	18000.000000	8000.000000	Phee	7.652718	-28.988882	0
453	Spectrogram 1	2	1872.936000	1873.010000	4000.000000	18000.000000	8000.000000	Phee	14.682462	-24.528033	0
454	Spectrogram 1	2	1888.272000	1888.436000	4000.000000	18000.000000	8000.000000	Trill	11.649442	-34.460207	0
455	Spectrogram 1	2	1897.308000	1897.802000	4000.000000	18000.000000	8000.000000	Trill	13.021578	-28.875413	0
456	Spectrogram 1	2	1916.014000	1916.298000	4000.000000	18000.000000	8000.000000	Trill	11.347797	-34.561597	0
457	Spectrogram 1	2	1917.400000	1917.744000	4000.000000	18000.000000	8000.000000	Trill	17.588959	-27.417964	0
458	Spectrogram 1	2	1919.650000	1920.684000	4000.000000	18000.000000	8000.000000	Trillphee	11.166887	-24.415778	0
459	Spectrogram 1	2	1920.760000	1920.804000	4000.000000	18000.000000	8000.000000	Phee	10.649939	-30.890968	0
460	Spectrogram 1	2	1926.442000	1926.600000	4000.000000	18000.000000	8000.000000	Trill	6.835413	-35.236020	0
461	Spectrogram 1	2	1928.020000	1928.142000	4000.000000	18000.000000	8000.000000	Trill	5.529093	-34.176150	0
462	Spectrogram 1	2	1928.638000	1928.688000	4000.000000	18000.000000	8000.000000	Phee	4.214194	-27.860683	1
463	Spectrogram 1	2	1934.740000	1934.982000	4000.000000	18000.000000	8000.000000	Trill	12.966660	-31.468936	0
464	Spectrogram 1	2	1960.306000	1960.488000	4000.000000	18000.000000	8000.000000	Trill	12.250819	-35.799459	0
465	Spectrogram 1	2	1969.948000	1970.202000	4000.000000	18000.000000	8000.000000	Trill	11.117663	-32.473811	0
466	Spectrogram 1	2	1971.160000	1972.092000	4000.000000	18000.000000	8000.000000	Trillphee	18.400954	-21.317091	0
