Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Exception
233	Spectrogram 1	3	1155.224000	1155.292000	4000.000000	18000.000000	8000.000000	Trill	18.305731	-38.514840	0
234	Spectrogram 1	3	1161.908000	1161.970000	4000.000000	18000.000000	8000.000000	Phee	14.393424	-38.265400	0
235	Spectrogram 1	3	1165.172000	1165.204000	4000.000000	18000.000000	8000.000000	Trill	14.960066	-38.917462	0
236	Spectrogram 1	3	1166.798000	1166.938000	4000.000000	18000.000000	8000.000000	Trill	15.132536	-37.410288	0
237	Spectrogram 1	3	1179.338000	1179.406000	4000.000000	18000.000000	8000.000000	Phee	12.901874	-35.400465	0
238	Spectrogram 1	3	1182.482000	1182.574000	4000.000000	18000.000000	8000.000000	Trill	15.367615	-38.776670	0
239	Spectrogram 1	3	1182.656000	1182.766000	4000.000000	18000.000000	8000.000000	Phee	13.420989	-37.975608	0
240	Spectrogram 1	3	1182.812000	1182.910000	4000.000000	18000.000000	8000.000000	Trill	12.917124	-38.073932	0
241	Spectrogram 1	3	1183.208000	1183.270000	4000.000000	18000.000000	8000.000000	Phee	17.658319	-38.380810	0
242	Spectrogram 1	3	1183.760000	1183.810000	4000.000000	18000.000000	8000.000000	Phee	15.898449	-38.729182	0
243	Spectrogram 1	3	1199.672000	1199.722000	4000.000000	18000.000000	8000.000000	Phee	15.414837	-37.609058	0
244	Spectrogram 1	3	1206.516000	1206.578000	4000.000000	18000.000000	8000.000000	Trill	13.259716	-36.818244	0
245	Spectrogram 1	3	1213.176000	1213.520000	4000.000000	18000.000000	8000.000000	Trill	14.248615	-36.565603	0
246	Spectrogram 1	3	1214.592000	1214.642000	4000.000000	18000.000000	8000.000000	Trill	17.048296	-37.789625	0
247	Spectrogram 1	3	1218.300000	1218.560000	4000.000000	18000.000000	8000.000000	Trill	9.704802	-37.465529	1
248	Spectrogram 1	3	1232.628000	1232.660000	4000.000000	18000.000000	8000.000000	Trill	15.379406	-36.718844	0
249	Spectrogram 1	3	1236.330000	1236.392000	4000.000000	18000.000000	8000.000000	Trill	17.097453	-38.995425	0
250	Spectrogram 1	3	1243.092000	1243.142000	4000.000000	18000.000000	8000.000000	Trill	13.524939	-36.567617	0
251	Spectrogram 1	3	1243.230000	1243.670000	4000.000000	18000.000000	8000.000000	Trill	15.288627	-31.460876	0
252	Spectrogram 1	3	1254.570000	1254.656000	4000.000000	18000.000000	8000.000000	Trill	13.874083	-34.951882	0
253	Spectrogram 1	3	1254.678000	1254.728000	4000.000000	18000.000000	8000.000000	Trill	13.848936	-36.155119	0
254	Spectrogram 1	3	1276.020000	1276.340000	4000.000000	18000.000000	8000.000000	Trill	22.831431	-28.556010	0
255	Spectrogram 1	3	1279.740000	1279.772000	4000.000000	18000.000000	8000.000000	Trill	15.953977	-38.932096	0
256	Spectrogram 1	3	1285.536000	1285.634000	4000.000000	18000.000000	8000.000000	Phee	17.321872	-33.006575	0
257	Spectrogram 1	3	1291.668000	1291.922000	4000.000000	18000.000000	8000.000000	Trillphee	12.450323	-33.659372	0
258	Spectrogram 1	3	1295.082000	1295.138000	4000.000000	18000.000000	8000.000000	Trill	10.237199	-38.766660	1
259	Spectrogram 1	3	1301.230000	1301.490000	4000.000000	18000.000000	8000.000000	Trill	10.109333	-36.401118	1
260	Spectrogram 1	3	1305.628000	1305.870000	4000.000000	18000.000000	8000.000000	Trill	13.657940	-33.338288	0
261	Spectrogram 1	3	1305.964000	1306.032000	4000.000000	18000.000000	8000.000000	Trill	11.046765	-29.816138	1
262	Spectrogram 1	3	1306.114000	1306.206000	4000.000000	18000.000000	8000.000000	Trill	10.864634	-30.775556	1
263	Spectrogram 1	3	1306.252000	1306.338000	4000.000000	18000.000000	8000.000000	Trill	11.131919	-30.587702	1
264	Spectrogram 1	3	1306.390000	1306.476000	4000.000000	18000.000000	8000.000000	Trill	11.533637	-30.659071	1
265	Spectrogram 1	3	1306.516000	1306.614000	4000.000000	18000.000000	8000.000000	Trill	11.099590	-30.600118	1
266	Spectrogram 1	3	1306.636000	1306.716000	4000.000000	18000.000000	8000.000000	Trill	11.496640	-30.812272	1
267	Spectrogram 1	3	1306.756000	1306.806000	4000.000000	18000.000000	8000.000000	Trill	12.209580	-31.703646	0
268	Spectrogram 1	3	1323.352000	1323.396000	4000.000000	18000.000000	8000.000000	Phee	12.859611	-35.376273	0
269	Spectrogram 1	3	1324.792000	1324.848000	4000.000000	18000.000000	8000.000000	Trill	19.391171	-38.852772	0
270	Spectrogram 1	3	1331.206000	1331.238000	4000.000000	18000.000000	8000.000000	Trill	17.125041	-37.659292	0
271	Spectrogram 1	3	1331.680000	1332.054000	4000.000000	18000.000000	8000.000000	Trill	13.586318	-36.586076	0
272	Spectrogram 1	3	1332.424000	1332.492000	4000.000000	18000.000000	8000.000000	Phee	13.243120	-36.949808	0
273	Spectrogram 1	3	1332.940000	1332.996000	4000.000000	18000.000000	8000.000000	Phee	18.646637	-37.213978	0
274	Spectrogram 1	3	1351.354000	1351.728000	4000.000000	18000.000000	8000.000000	Trill	24.988779	-26.258515	0
275	Spectrogram 1	3	1354.090000	1354.308000	4000.000000	18000.000000	8000.000000	Trill	12.188322	-35.135022	0
276	Spectrogram 1	3	1357.816000	1357.872000	4000.000000	18000.000000	8000.000000	Trill	11.354507	-36.703188	1
277	Spectrogram 1	3	1359.676000	1359.756000	4000.000000	18000.000000	8000.000000	Trill	9.564456	-35.056660	1
278	Spectrogram 1	3	1360.498000	1360.542000	4000.000000	18000.000000	8000.000000	Trill	14.194732	-38.017539	0
279	Spectrogram 1	3	1364.686000	1364.766000	4000.000000	18000.000000	8000.000000	Trill	13.786868	-34.442180	0
280	Spectrogram 1	3	1365.862000	1365.996000	4000.000000	18000.000000	8000.000000	Trill	16.245639	-34.698433	0
281	Spectrogram 1	3	1372.324000	1372.368000	4000.000000	18000.000000	8000.000000	Trill	15.389418	-38.482454	0
282	Spectrogram 1	3	1377.052000	1377.942000	4000.000000	18000.000000	8000.000000	Trill	18.860699	-22.435105	0
283	Spectrogram 1	3	1387.180000	1387.248000	4000.000000	18000.000000	8000.000000	Trill	10.349533	-32.074800	1
284	Spectrogram 1	3	1387.318000	1387.380000	4000.000000	18000.000000	8000.000000	Trill	9.265597	-32.460214	1
285	Spectrogram 1	3	1387.462000	1387.530000	4000.000000	18000.000000	8000.000000	Trill	9.542928	-32.960066	1
286	Spectrogram 1	3	1387.600000	1387.668000	4000.000000	18000.000000	8000.000000	Trill	9.767762	-32.923337	1
287	Spectrogram 1	3	1387.732000	1387.806000	4000.000000	18000.000000	8000.000000	Trill	9.717141	-33.407595	1
288	Spectrogram 1	3	1387.870000	1387.938000	4000.000000	18000.000000	8000.000000	Trill	10.212614	-34.944763	1
289	Spectrogram 1	3	1400.720000	1400.812000	4000.000000	18000.000000	8000.000000	Trill	9.620600	-35.655868	1
290	Spectrogram 1	3	1403.804000	1403.848000	4000.000000	18000.000000	8000.000000	Trill	9.077090	-35.943612	1
291	Spectrogram 1	3	1403.912000	1403.950000	4000.000000	18000.000000	8000.000000	Trill	9.628091	-35.144398	1
292	Spectrogram 1	3	1404.674000	1404.718000	4000.000000	18000.000000	8000.000000	Trill	12.729189	-36.957774	0
293	Spectrogram 1	3	1404.764000	1404.808000	4000.000000	18000.000000	8000.000000	Trill	10.307427	-35.252586	1
294	Spectrogram 1	3	1404.884000	1404.952000	4000.000000	18000.000000	8000.000000	Trill	9.188890	-34.211279	1
295	Spectrogram 1	3	1405.028000	1405.102000	4000.000000	18000.000000	8000.000000	Trill	10.120253	-34.132417	1
296	Spectrogram 1	3	1405.166000	1405.234000	4000.000000	18000.000000	8000.000000	Trill	10.165295	-34.311234	1
297	Spectrogram 1	3	1405.298000	1405.366000	4000.000000	18000.000000	8000.000000	Trill	10.806203	-34.827265	1
298	Spectrogram 1	3	1420.124000	1420.180000	4000.000000	18000.000000	8000.000000	Trill	11.158580	-38.298008	1
299	Spectrogram 1	3	1451.186000	1451.218000	4000.000000	18000.000000	8000.000000	Trill	10.773263	-36.863834	1
300	Spectrogram 1	3	1463.414000	1463.524000	4000.000000	18000.000000	8000.000000	Trill	14.163915	-37.305238	0
301	Spectrogram 1	3	1470.806000	1470.988000	4000.000000	18000.000000	8000.000000	Trillphee	9.550158	-35.097879	1
302	Spectrogram 1	3	1472.204000	1472.614000	4000.000000	18000.000000	8000.000000	Trillphee	12.953063	-37.655931	0
303	Spectrogram 1	3	1482.044000	1482.082000	4000.000000	18000.000000	8000.000000	Trill	12.057229	-36.216430	0
304	Spectrogram 1	3	1482.152000	1482.184000	4000.000000	18000.000000	8000.000000	Trill	17.405339	-36.148404	0
305	Spectrogram 1	3	1493.312000	1493.374000	4000.000000	18000.000000	8000.000000	Trill	10.350652	-38.362721	1
306	Spectrogram 1	3	1506.000000	1506.038000	4000.000000	18000.000000	8000.000000	Trill	10.779968	-37.047769	1
307	Spectrogram 1	3	1512.708000	1512.788000	4000.000000	18000.000000	8000.000000	Trill	13.084552	-35.365755	0
308	Spectrogram 1	3	1517.178000	1517.234000	4000.000000	18000.000000	8000.000000	Trill	15.430926	-38.050609	0
309	Spectrogram 1	3	1517.562000	1517.594000	4000.000000	18000.000000	8000.000000	Phee	14.604123	-36.404810	0
310	Spectrogram 1	3	1524.726000	1524.758000	4000.000000	18000.000000	8000.000000	Trill	12.432304	-37.532013	0
311	Spectrogram 1	3	1529.148000	1529.222000	4000.000000	18000.000000	8000.000000	Phee	16.136690	-37.852438	0
312	Spectrogram 1	3	1529.256000	1529.300000	4000.000000	18000.000000	8000.000000	Trill	14.974684	-38.367480	0
313	Spectrogram 1	3	1549.506000	1549.550000	4000.000000	18000.000000	8000.000000	Trill	14.229148	-38.066126	0
314	Spectrogram 1	3	1550.028000	1550.084000	4000.000000	18000.000000	8000.000000	Phee	14.926775	-38.012021	0
315	Spectrogram 1	3	1550.226000	1550.258000	4000.000000	18000.000000	8000.000000	Trill	14.484625	-37.422845	0
316	Spectrogram 1	3	1554.978000	1555.016000	4000.000000	18000.000000	8000.000000	Trill	19.345773	-38.164415	0
317	Spectrogram 1	3	1558.284000	1558.364000	4000.000000	18000.000000	8000.000000	Phee	13.730709	-36.622615	0
318	Spectrogram 1	3	1574.148000	1574.180000	4000.000000	18000.000000	8000.000000	Trill	15.816834	-38.427761	0
319	Spectrogram 1	3	1577.514000	1577.546000	4000.000000	18000.000000	8000.000000	Trill	10.624474	-36.971331	1
320	Spectrogram 1	3	1577.646000	1577.678000	4000.000000	18000.000000	8000.000000	Trill	10.007268	-37.132079	1
321	Spectrogram 1	3	1577.760000	1577.804000	4000.000000	18000.000000	8000.000000	Trill	10.072799	-37.078937	1
322	Spectrogram 1	3	1587.846000	1587.878000	4000.000000	18000.000000	8000.000000	Phee	13.847469	-38.792175	0
323	Spectrogram 1	3	1596.402000	1596.452000	4000.000000	18000.000000	8000.000000	Trill	13.090099	-37.859351	0
324	Spectrogram 1	3	1604.884000	1604.928000	4000.000000	18000.000000	8000.000000	Trill	14.208453	-38.364067	0
325	Spectrogram 1	3	1606.996000	1607.064000	4000.000000	18000.000000	8000.000000	Trill	9.416935	-38.944127	1
326	Spectrogram 1	3	1617.994000	1618.158000	4000.000000	18000.000000	8000.000000	Trill	12.588536	-37.030378	0
327	Spectrogram 1	3	1620.370000	1620.744000	4000.000000	18000.000000	8000.000000	Trill	10.643586	-36.453983	1
328	Spectrogram 1	3	1622.320000	1622.376000	4000.000000	18000.000000	8000.000000	Trill	15.812798	-37.745544	0
329	Spectrogram 1	3	1622.446000	1622.502000	4000.000000	18000.000000	8000.000000	Trill	17.063709	-38.889733	0
330	Spectrogram 1	3	1630.804000	1630.836000	4000.000000	18000.000000	8000.000000	Trill	11.274505	-38.040552	1
331	Spectrogram 1	3	1633.486000	1633.536000	4000.000000	18000.000000	8000.000000	Trill	11.803177	-35.679441	1
332	Spectrogram 1	3	1636.186000	1636.218000	4000.000000	18000.000000	8000.000000	Trill	9.187199	-37.865093	1
333	Spectrogram 1	3	1636.600000	1636.632000	4000.000000	18000.000000	8000.000000	Trill	9.536572	-37.461391	1
334	Spectrogram 1	3	1641.616000	1641.762000	4000.000000	18000.000000	8000.000000	Trill	13.145536	-32.196879	0
335	Spectrogram 1	3	1641.784000	1641.816000	4000.000000	18000.000000	8000.000000	Trill	18.937623	-33.802255	0
336	Spectrogram 1	3	1647.178000	1647.414000	4000.000000	18000.000000	8000.000000	Trill	16.961091	-34.131669	0
337	Spectrogram 1	3	1655.230000	1655.466000	4000.000000	18000.000000	8000.000000	Trill	12.151532	-30.261728	0
338	Spectrogram 1	3	1657.942000	1657.998000	4000.000000	18000.000000	8000.000000	Trill	16.162420	-38.628107	0
339	Spectrogram 1	3	1667.494000	1667.526000	4000.000000	18000.000000	8000.000000	Phee	13.903723	-37.602139	0
340	Spectrogram 1	3	1671.376000	1671.408000	4000.000000	18000.000000	8000.000000	Trill	10.436056	-37.963298	1
341	Spectrogram 1	3	1672.468000	1672.500000	4000.000000	18000.000000	8000.000000	Trill	9.346136	-38.013464	1
342	Spectrogram 1	3	1673.536000	1673.568000	4000.000000	18000.000000	8000.000000	Trill	10.373474	-37.903381	1
343	Spectrogram 1	3	1674.664000	1674.696000	4000.000000	18000.000000	8000.000000	Trill	12.976042	-38.793842	0
344	Spectrogram 1	3	1677.382000	1677.504000	4000.000000	18000.000000	8000.000000	Trill	14.328583	-36.484350	0
345	Spectrogram 1	3	1677.766000	1677.798000	4000.000000	18000.000000	8000.000000	Phee	17.414427	-38.622847	0
346	Spectrogram 1	3	1677.940000	1677.990000	4000.000000	18000.000000	8000.000000	Trill	16.226520	-37.454922	0
347	Spectrogram 1	3	1690.810000	1690.938000	4000.000000	18000.000000	8000.000000	Phee	15.701768	-14.154597	0
348	Spectrogram 1	3	1692.964000	1693.014000	4000.000000	18000.000000	8000.000000	Phee	13.651113	-37.966434	0
349	Spectrogram 1	3	1699.408000	1699.458000	4000.000000	18000.000000	8000.000000	Trill	13.894722	-38.118364	0
350	Spectrogram 1	3	1699.534000	1699.578000	4000.000000	18000.000000	8000.000000	Trill	17.234292	-38.379326	0
351	Spectrogram 1	3	1704.170000	1704.232000	4000.000000	18000.000000	8000.000000	Trill	14.239528	-37.886818	0
352	Spectrogram 1	3	1707.284000	1707.322000	4000.000000	18000.000000	8000.000000	Trill	19.171968	-38.642522	0
353	Spectrogram 1	3	1707.842000	1707.892000	4000.000000	18000.000000	8000.000000	Trill	10.546537	-37.948119	1
354	Spectrogram 1	3	1717.262000	1717.294000	4000.000000	18000.000000	8000.000000	Trill	21.007042	-38.676838	0
355	Spectrogram 1	3	1721.702000	1721.734000	4000.000000	18000.000000	8000.000000	Trill	14.856880	-38.722719	0
356	Spectrogram 1	3	1722.134000	1722.190000	4000.000000	18000.000000	8000.000000	Trill	15.418726	-37.540948	0
357	Spectrogram 1	3	1726.286000	1726.330000	4000.000000	18000.000000	8000.000000	Trill	11.245773	-37.859852	1
358	Spectrogram 1	3	1728.140000	1728.172000	4000.000000	18000.000000	8000.000000	Trill	10.825015	-35.613632	1
359	Spectrogram 1	3	1732.028000	1732.060000	4000.000000	18000.000000	8000.000000	Trill	10.575335	-37.157175	1
360	Spectrogram 1	3	1732.196000	1732.228000	4000.000000	18000.000000	8000.000000	Trill	10.869887	-38.226066	1
361	Spectrogram 1	3	1732.520000	1732.552000	4000.000000	18000.000000	8000.000000	Trill	10.477263	-37.635362	1
362	Spectrogram 1	3	1733.162000	1733.194000	4000.000000	18000.000000	8000.000000	Trill	10.226440	-37.813857	1
363	Spectrogram 1	3	1733.270000	1733.308000	4000.000000	18000.000000	8000.000000	Trill	14.280984	-38.547535	0
364	Spectrogram 1	3	1734.068000	1734.100000	4000.000000	18000.000000	8000.000000	Trill	14.556810	-38.918722	0
365	Spectrogram 1	3	1734.608000	1734.802000	4000.000000	18000.000000	8000.000000	Trill	10.869499	-36.876335	1
366	Spectrogram 1	3	1735.460000	1735.492000	4000.000000	18000.000000	8000.000000	Trill	10.808820	-37.581529	1
367	Spectrogram 1	3	1737.182000	1737.232000	4000.000000	18000.000000	8000.000000	Trill	13.700549	-37.548667	0
368	Spectrogram 1	3	1744.808000	1744.858000	4000.000000	18000.000000	8000.000000	Trill	17.025251	-37.556641	0
369	Spectrogram 1	3	1745.432000	1745.488000	4000.000000	18000.000000	8000.000000	Trill	13.623889	-38.459686	0
370	Spectrogram 1	3	1756.526000	1756.582000	4000.000000	18000.000000	8000.000000	Trill	16.098819	-37.341925	0
371	Spectrogram 1	3	1757.186000	1757.308000	4000.000000	18000.000000	8000.000000	Trill	14.615057	-38.986469	0
372	Spectrogram 1	3	1762.418000	1762.450000	4000.000000	18000.000000	8000.000000	Trill	17.150365	-38.996651	0
373	Spectrogram 1	3	1765.520000	1765.576000	4000.000000	18000.000000	8000.000000	Phee	15.380747	-38.269708	0
374	Spectrogram 1	3	1780.160000	1780.198000	4000.000000	18000.000000	8000.000000	Phee	13.491581	-38.614577	0
375	Spectrogram 1	3	1807.884000	1807.916000	4000.000000	18000.000000	8000.000000	Trill	12.822584	-38.394669	0
376	Spectrogram 1	3	1811.508000	1811.540000	4000.000000	18000.000000	8000.000000	Trill	10.931459	-38.451172	1
377	Spectrogram 1	3	1833.744000	1833.806000	4000.000000	18000.000000	8000.000000	Trill	14.690154	-36.489390	0
378	Spectrogram 1	3	1838.028000	1838.168000	4000.000000	18000.000000	8000.000000	Phee	12.293417	-36.223473	0
379	Spectrogram 1	3	1838.304000	1838.372000	4000.000000	18000.000000	8000.000000	Phee	15.146441	-38.145825	0
380	Spectrogram 1	3	1838.460000	1838.504000	4000.000000	18000.000000	8000.000000	Trill	16.448253	-38.183644	0
381	Spectrogram 1	3	1847.490000	1847.576000	4000.000000	18000.000000	8000.000000	Trill	10.201710	-38.240732	1
382	Spectrogram 1	3	1847.628000	1847.684000	4000.000000	18000.000000	8000.000000	Trill	11.920811	-36.607036	1
383	Spectrogram 1	3	1847.796000	1847.828000	4000.000000	18000.000000	8000.000000	Trill	12.543952	-36.551385	0
384	Spectrogram 1	3	1850.868000	1850.906000	4000.000000	18000.000000	8000.000000	Trill	14.909697	-38.763410	0
385	Spectrogram 1	3	1851.198000	1851.230000	4000.000000	18000.000000	8000.000000	Phee	16.085019	-38.744682	0
386	Spectrogram 1	3	1852.794000	1852.862000	4000.000000	18000.000000	8000.000000	Trill	10.991154	-34.992962	1
387	Spectrogram 1	3	1860.360000	1860.398000	4000.000000	18000.000000	8000.000000	Trill	10.079433	-37.809398	1
388	Spectrogram 1	3	1866.090000	1866.122000	4000.000000	18000.000000	8000.000000	Phee	13.440736	-36.545469	0
389	Spectrogram 1	3	1868.226000	1868.270000	4000.000000	18000.000000	8000.000000	Trill	14.503061	-37.099644	0
390	Spectrogram 1	3	1875.606000	1875.638000	4000.000000	18000.000000	8000.000000	Trill	10.742599	-38.134909	1
391	Spectrogram 1	3	1884.828000	1884.866000	4000.000000	18000.000000	8000.000000	Trill	17.076028	-37.809029	0
392	Spectrogram 1	3	1884.894000	1885.034000	4000.000000	18000.000000	8000.000000	Trill	16.289265	-38.300808	0
393	Spectrogram 1	3	1885.074000	1885.172000	4000.000000	18000.000000	8000.000000	Trill	14.440337	-38.630323	0
394	Spectrogram 1	3	1885.302000	1885.340000	4000.000000	18000.000000	8000.000000	Trill	12.623108	-38.924575	0
395	Spectrogram 1	3	1894.086000	1894.142000	4000.000000	18000.000000	8000.000000	Phee	16.201681	-36.719913	0
396	Spectrogram 1	3	1896.516000	1896.578000	4000.000000	18000.000000	8000.000000	Trill	14.916951	-38.973568	0
397	Spectrogram 1	3	1897.608000	1897.652000	4000.000000	18000.000000	8000.000000	Trill	12.177010	-37.923440	0
398	Spectrogram 1	3	1897.866000	1897.904000	4000.000000	18000.000000	8000.000000	Trill	11.894564	-38.111648	1
399	Spectrogram 1	3	1899.180000	1899.212000	4000.000000	18000.000000	8000.000000	Trill	9.200410	-38.875473	1
400	Spectrogram 1	3	1904.908000	1904.940000	4000.000000	18000.000000	8000.000000	Trill	14.403187	-37.915603	0
401	Spectrogram 1	3	1906.084000	1906.272000	4000.000000	18000.000000	8000.000000	Trill	16.247483	-34.461458	0
402	Spectrogram 1	3	1906.348000	1906.386000	4000.000000	18000.000000	8000.000000	Trill	10.279334	-37.271812	1
403	Spectrogram 1	3	1912.534000	1912.632000	4000.000000	18000.000000	8000.000000	Trill	11.397579	-31.436064	1
404	Spectrogram 1	3	1912.696000	1912.764000	4000.000000	18000.000000	8000.000000	Trill	12.669130	-30.176808	0
405	Spectrogram 1	3	1912.840000	1912.908000	4000.000000	18000.000000	8000.000000	Trill	12.947566	-30.015783	0
406	Spectrogram 1	3	1912.978000	1913.046000	4000.000000	18000.000000	8000.000000	Trill	12.989779	-30.035899	0
407	Spectrogram 1	3	1913.116000	1913.184000	4000.000000	18000.000000	8000.000000	Trill	12.951565	-30.116803	0
408	Spectrogram 1	3	1913.236000	1913.316000	4000.000000	18000.000000	8000.000000	Trill	14.551283	-29.884079	0
409	Spectrogram 1	3	1913.380000	1913.430000	4000.000000	18000.000000	8000.000000	Trill	16.293030	-31.267570	0
410	Spectrogram 1	3	1922.434000	1922.490000	4000.000000	18000.000000	8000.000000	Trill	16.457236	-38.962586	0
411	Spectrogram 1	3	1922.962000	1923.000000	4000.000000	18000.000000	8000.000000	Trill	10.587590	-38.618492	1
412	Spectrogram 1	3	1934.368000	1934.496000	4000.000000	18000.000000	8000.000000	Trill	9.380562	-38.836433	1
413	Spectrogram 1	3	1934.698000	1934.742000	4000.000000	18000.000000	8000.000000	Phee	17.940874	-37.782575	0
414	Spectrogram 1	3	1935.826000	1935.894000	4000.000000	18000.000000	8000.000000	Trill	9.324655	-36.429399	1
415	Spectrogram 1	3	1938.136000	1938.204000	4000.000000	18000.000000	8000.000000	Trill	11.591058	-36.379727	1
416	Spectrogram 1	3	1938.340000	1938.372000	4000.000000	18000.000000	8000.000000	Trill	13.909933	-37.607440	0
417	Spectrogram 1	3	1938.394000	1938.432000	4000.000000	18000.000000	8000.000000	Trill	15.434338	-38.436814	0
418	Spectrogram 1	3	1938.664000	1938.852000	4000.000000	18000.000000	8000.000000	Trill	14.065305	-37.351899	0
419	Spectrogram 1	3	1948.780000	1948.812000	4000.000000	18000.000000	8000.000000	Trill	12.090500	-36.203904	0
420	Spectrogram 1	3	1952.794000	1952.862000	4000.000000	18000.000000	8000.000000	Trill	12.183227	-37.810630	0
421	Spectrogram 1	3	1956.028000	1956.102000	4000.000000	18000.000000	8000.000000	Trill	15.108053	-38.295541	0
422	Spectrogram 1	3	1959.226000	1959.264000	4000.000000	18000.000000	8000.000000	Trill	13.052373	-38.430575	0
423	Spectrogram 1	3	1978.696000	1978.776000	4000.000000	18000.000000	8000.000000	Trill	11.090091	-35.613447	1
424	Spectrogram 1	3	1978.810000	1978.902000	4000.000000	18000.000000	8000.000000	Trill	13.986054	-36.677182	0
425	Spectrogram 1	3	1987.630000	1987.956000	4000.000000	18000.000000	8000.000000	Trill	13.158912	-31.136151	0
426	Spectrogram 1	3	1991.200000	1991.544000	4000.000000	18000.000000	8000.000000	Trill	10.113057	-33.807633	1
427	Spectrogram 1	3	2017.244000	2017.294000	4000.000000	18000.000000	8000.000000	Trill	18.848345	-37.688933	0
428	Spectrogram 1	3	2017.388000	2017.480000	4000.000000	18000.000000	8000.000000	Trill	17.786654	-37.261823	0
429	Spectrogram 1	3	2039.732000	2040.022000	4000.000000	18000.000000	8000.000000	Trill	22.979221	-29.224838	0
430	Spectrogram 1	3	2044.748000	2044.786000	4000.000000	18000.000000	8000.000000	Trill	15.311851	-37.879920	0
431	Spectrogram 1	3	2064.218000	2064.268000	4000.000000	18000.000000	8000.000000	Trill	11.514809	-36.561926	1
432	Spectrogram 1	3	2066.390000	2066.434000	4000.000000	18000.000000	8000.000000	Trill	11.204386	-37.175793	1
433	Spectrogram 1	3	2069.114000	2069.146000	4000.000000	18000.000000	8000.000000	Trill	19.495129	-37.804567	0
434	Spectrogram 1	3	2069.912000	2069.950000	4000.000000	18000.000000	8000.000000	Trill	14.349651	-38.351674	0
435	Spectrogram 1	3	2073.512000	2073.544000	4000.000000	18000.000000	8000.000000	Trill	11.841637	-38.893398	1
436	Spectrogram 1	3	2074.454000	2074.498000	4000.000000	18000.000000	8000.000000	Trill	17.731478	-38.559349	0
437	Spectrogram 1	3	2078.138000	2078.182000	4000.000000	18000.000000	8000.000000	Phee	13.916595	-38.813702	0
438	Spectrogram 1	3	2078.480000	2078.530000	4000.000000	18000.000000	8000.000000	Phee	15.372831	-38.830751	0
439	Spectrogram 1	3	2079.278000	2079.334000	4000.000000	18000.000000	8000.000000	Phee	16.804244	-37.872950	0
440	Spectrogram 1	3	2085.170000	2085.202000	4000.000000	18000.000000	8000.000000	Trill	10.331192	-37.040662	1
441	Spectrogram 1	3	2085.302000	2085.334000	4000.000000	18000.000000	8000.000000	Trill	9.993861	-36.307445	1
442	Spectrogram 1	3	2085.674000	2085.712000	4000.000000	18000.000000	8000.000000	Trill	10.847598	-35.139488	1
443	Spectrogram 1	3	2085.794000	2085.832000	4000.000000	18000.000000	8000.000000	Trill	11.040987	-35.687704	1
444	Spectrogram 1	3	2085.902000	2085.976000	4000.000000	18000.000000	8000.000000	Trill	10.925205	-36.398222	1
445	Spectrogram 1	3	2086.028000	2086.078000	4000.000000	18000.000000	8000.000000	Trill	11.629481	-35.943892	1
446	Spectrogram 1	3	2086.148000	2086.186000	4000.000000	18000.000000	8000.000000	Trill	10.789573	-35.838442	1
447	Spectrogram 1	3	2086.256000	2086.300000	4000.000000	18000.000000	8000.000000	Trill	9.714414	-35.784961	1
448	Spectrogram 1	3	2086.376000	2086.450000	4000.000000	18000.000000	8000.000000	Trill	11.641375	-37.639264	1
449	Spectrogram 1	3	2090.522000	2090.590000	4000.000000	18000.000000	8000.000000	Trill	13.529802	-35.996155	0
450	Spectrogram 1	3	2090.924000	2090.962000	4000.000000	18000.000000	8000.000000	Trill	10.261950	-38.659839	1
451	Spectrogram 1	3	2093.798000	2093.830000	4000.000000	18000.000000	8000.000000	Phee	14.032205	-38.530908	0
452	Spectrogram 1	3	2096.642000	2096.698000	4000.000000	18000.000000	8000.000000	Trill	14.902616	-38.794525	0
453	Spectrogram 1	3	2099.354000	2099.686000	4000.000000	18000.000000	8000.000000	Trill	11.741514	-32.036834	1
454	Spectrogram 1	3	2105.676000	2105.762000	4000.000000	18000.000000	8000.000000	Trill	10.929265	-31.041675	1
455	Spectrogram 1	3	2105.826000	2105.906000	4000.000000	18000.000000	8000.000000	Trill	12.221245	-31.206784	0
456	Spectrogram 1	3	2105.970000	2106.056000	4000.000000	18000.000000	8000.000000	Trill	13.340350	-30.687096	0
457	Spectrogram 1	3	2106.108000	2106.188000	4000.000000	18000.000000	8000.000000	Trill	13.916402	-30.870794	0
458	Spectrogram 1	3	2106.240000	2106.320000	4000.000000	18000.000000	8000.000000	Trill	13.919730	-31.050840	0
459	Spectrogram 1	3	2106.372000	2106.458000	4000.000000	18000.000000	8000.000000	Trill	13.540265	-32.664921	0
460	Spectrogram 1	3	2106.510000	2106.566000	4000.000000	18000.000000	8000.000000	Trill	17.203297	-33.913826	0
461	Spectrogram 1	3	2114.232000	2114.288000	4000.000000	18000.000000	8000.000000	Trill	11.044315	-36.898757	1
462	Spectrogram 1	3	2114.616000	2114.648000	4000.000000	18000.000000	8000.000000	Trill	16.292230	-37.619359	0
463	Spectrogram 1	3	2120.766000	2120.906000	4000.000000	18000.000000	8000.000000	Trill	9.508521	-33.309451	1
